"borough","neighborhood","building_class_category","tax_class_at_present","block","lot","building_class_at_present","address","apartment_number","zip_code","residential_units","commercial_units","total_units","land_square_feet","gross_square_feet","year_built","tax_class_at_time_of_sale","building_class_at_time_of_sale","sale_price","sale_date"
"bronx","Baychester","02 Two Family Dwellings","1",4784,29,"B3","2917 Kingsland Avenue",NA,10469,2,0,2,2375,1737,1945,"1","B3",520000,2021-05-21
"bronx","Baychester","02 Two Family Dwellings","1",4784,32,"B3","2911 Kingsland Avenue",NA,10469,2,0,2,2375,1890,1945,"1","B3",625000,2020-11-30
"bronx","Baychester","02 Two Family Dwellings","1",4785,40,"B1","2904 Kingsland Avenue",NA,10469,2,0,2,3535,2310,1960,"1","B1",740000,2021-02-04
"bronx","Baychester","02 Two Family Dwellings","1",4787,61,"B3","2842 Kingsland Ave",NA,10469,2,0,2,3555,2136,1930,"1","B3",875000,2020-12-23
"bronx","Baychester","02 Two Family Dwellings","1",4788,15,"B3","2943 Gunther Avenue",NA,10469,2,0,2,3990,2016,1935,"1","B3",8e+05,2021-07-30
"bronx","Baychester","02 Two Family Dwellings","1",4788,52,"B1","2942 Tiemann Avenue",NA,10469,2,0,2,2858,2585,1960,"1","B1",650000,2021-02-22
"bronx","Baychester","02 Two Family Dwellings","1",4789,49,"B1","2948 Gunther Avenue",NA,10469,2,0,2,2470,1800,1950,"1","B1",570000,2020-11-25
"bronx","Baychester","02 Two Family Dwellings","1",4789,50,"B1","2950 Gunther Avenue",NA,10469,2,0,2,2470,1800,1950,"1","B1",350000,2021-03-02
"bronx","Baychester","02 Two Family Dwellings","1",4789,50,"B1","2950 Gunther Avenue",NA,10469,2,0,2,2470,1800,1950,"1","B1",870000,2021-06-07
"bronx","Baychester","02 Two Family Dwellings","1",4795,49,"B1","2840 Bruner Avenue",NA,10469,2,0,2,2379,1872,2002,"1","B1",850000,2021-05-21
"bronx","Baychester","02 Two Family Dwellings","1",4799,137,"B1","1904 Arnow Ave",NA,10469,2,0,2,2064,3600,2006,"1","B1",750000,2020-12-18
"bronx","Baychester","02 Two Family Dwellings","1",4880,13,"B1","3245 Baychester Avenue",NA,10469,2,0,2,4000,2800,1960,"1","B1",865000,2020-10-01
"bronx","Baychester","02 Two Family Dwellings","1",4885,19,"B3","3435 Grace Avenue",NA,10469,2,0,2,2945,2909,1915,"1","B3",7e+05,2021-06-01
"bronx","Baychester","02 Two Family Dwellings","1",4897,2,"B2","1279 East 222 Street",NA,10469,2,0,2,2500,1800,1930,"1","B2",4e+05,2021-01-28
"bronx","Baychester","02 Two Family Dwellings","1",4897,2,"B2","1279 East 222nd Street",NA,10469,2,0,2,2500,1800,1930,"1","B2",810000,2021-02-04
"bronx","Baychester","02 Two Family Dwellings","1",4897,11,"B3","1261 East 222nd Street",NA,10469,2,0,2,2642,1987,1950,"1","B3",825000,2021-06-17
"bronx","Baychester","02 Two Family Dwellings","1",4897,43,"B9","1201 East 222 Street",NA,10469,2,0,2,1950,1512,1950,"1","B9",490000,2021-01-29
"bronx","Baychester","02 Two Family Dwellings","1",4898,3,"B3","1283 East 223rd Street",NA,10466,2,0,2,3220,2026,1955,"1","B3",895000,2021-06-18
"bronx","Baychester","02 Two Family Dwellings","1",4899,44,"B1","1838 Schieffelin Avenue",NA,10466,2,0,2,1767,1806,1950,"1","B1",649000,2020-11-25
"bronx","Baychester","02 Two Family Dwellings","1",4903,66,"B1","1136 East 225 Street",NA,10466,2,0,2,1936,1905,1950,"1","B1",158184,2021-03-22
"bronx","Baychester","02 Two Family Dwellings","1",4916,53,"B1","3618 Baychester Avenue",NA,10466,2,0,2,3045,3020,1967,"1","B1",785000,2021-06-08
"bronx","Baychester","02 Two Family Dwellings","1",4919,13,"B1","3522 De Reimer Avenue",NA,10466,2,0,2,3525,3174,1964,"1","B1",9e+05,2020-09-30
"bronx","Baychester","02 Two Family Dwellings","1",4921,67,"B1","3644 Palmer Avenue",NA,10466,2,0,2,2508,2310,1960,"1","B1",750000,2020-11-12
"bronx","Baychester","02 Two Family Dwellings","1",4921,149,"B2","3601 Boller Ave",NA,10466,2,0,2,3019,2146,1995,"1","B2",749000,2021-01-14
"bronx","Baychester","02 Two Family Dwellings","1",4922,156,"B2","3636 Boller Avenue",NA,10466,2,0,2,2009,2200,1996,"1","B2",710000,2020-12-07
"bronx","Baychester","02 Two Family Dwellings","1",4924,122,"B2","3877 Boston Road",NA,10466,2,0,2,1938,3028,2010,"1","B2",795000,2020-12-14
"bronx","Baychester","02 Two Family Dwellings","1",4929,49,"B9","3903 Ely Avenue",NA,10466,2,0,2,1830,1900,1964,"1","B9",374325,2020-12-02
"bronx","Baychester","02 Two Family Dwellings","1",4929,50,"B1","3901 Ely Ave",NA,10466,2,0,2,2640,1890,1964,"1","B1",785000,2020-12-24
"bronx","Baychester","02 Two Family Dwellings","1",4929,69,"B1","1107 East 231 Street",NA,10466,2,0,2,2684,1952,1955,"1","B1",640000,2021-04-22
"bronx","Baychester","02 Two Family Dwellings","1",4941,1,"B2","1 Harper Court",NA,10466,2,0,2,2574,2166,1996,"1","B2",670000,2021-03-26
"bronx","Baychester","02 Two Family Dwellings","1",4941,9,"B2","21 Harper Court",NA,10466,2,0,2,3528,2166,1996,"1","B2",694925,2021-06-03
"bronx","Baychester","02 Two Family Dwellings","1",4945,83,"B1","1470 E 233rd St",NA,10466,2,0,2,1221,1683,1965,"1","B1",688000,2020-11-24
"bronx","Baychester","02 Two Family Dwellings","1",4955,54,"B9","3913 De Reimer Avenue",NA,10466,2,0,2,1710,1672,1959,"1","B9",549000,2021-04-08
"bronx","Baychester","02 Two Family Dwellings","1",4956,16,"B9","3938 De Reimer Avenue",NA,10466,2,0,2,1710,1872,1959,"1","B9",335000,2021-01-29
"bronx","Baychester","02 Two Family Dwellings","1",4956,123,"B1","3956 De Reimer Avenue",NA,10466,2,0,2,1710,1728,1962,"1","B1",8e+05,2020-10-05
"bronx","Baychester","02 Two Family Dwellings","1",4957,19,"B1","3930 Wilder Avenue",NA,10466,2,0,2,1710,1672,1959,"1","B1",540000,2020-10-02
"bronx","Baychester","02 Two Family Dwellings","1",4959,18,"B2","3940 Hill Avenue",NA,10466,2,0,2,2375,2904,1910,"1","B2",750000,2021-06-14
"bronx","Baychester","02 Two Family Dwellings","1",4960,73,"B2","3927 Seton Avenue",NA,10466,2,0,2,5000,2926,1925,"1","B2",690000,2020-09-17
"bronx","Baychester","02 Two Family Dwellings","1",4965,134,"B1","3939 Secor Ave",NA,10466,2,0,2,2712,2083,2007,"1","B1",525000,2021-05-19
"bronx","Baychester","02 Two Family Dwellings","1",4965,135,"B1","3937 Secor Ave",NA,10466,2,0,2,1940,2083,2007,"1","B1",525000,2021-05-19
"bronx","Baychester","02 Two Family Dwellings","1",4965,136,"B1","3935 Secor Ave",NA,10466,2,0,2,1940,2083,2007,"1","B1",525000,2021-05-19
"bronx","Baychester","02 Two Family Dwellings","1",4965,137,"B1","3933 Secor Ave",NA,10466,2,0,2,2712,2083,2007,"1","B1",525000,2021-05-19
"bronx","Baychester","02 Two Family Dwellings","1",4966,12,"B2","4006 Pratt Avenue",NA,10466,2,0,2,2500,2512,1910,"1","B2",932000,2021-03-22
"bronx","Baychester","02 Two Family Dwellings","1",4966,18,"B1","4020 Pratt Avenue",NA,10466,2,0,2,3750,2766,1920,"1","B1",740000,2020-10-22
"bronx","Baychester","02 Two Family Dwellings","1",4966,32,"B1","4048 Pratt Avenue",NA,10466,2,0,2,2500,2273,2008,"1","B1",690000,2020-12-29
"bronx","Baychester","02 Two Family Dwellings","1",4967,32,"B3","4005 Secor",NA,10466,2,0,2,2480,1409,1930,"1","B3",470000,2021-02-22
"bronx","Baychester","02 Two Family Dwellings","1",4969,31,"B3","4024 Secor Avenue",NA,10466,2,0,2,4500,2090,1938,"1","B3",695000,2020-12-07
"bronx","Baychester","02 Two Family Dwellings","1",4978,61,"B1","4059 Ely Avenue",NA,10466,2,0,2,1810,2636,1950,"1","B1",719000,2021-01-29
"bronx","Baychester","02 Two Family Dwellings","1",4978,108,"B3","4016 Bruner Avenue",NA,10466,2,0,2,2215,1386,1950,"1","B3",495000,2020-10-05
"bronx","Baychester","02 Two Family Dwellings","1",4980,6,"B3","4018 Grace Avenue",NA,10466,2,0,2,4750,2268,1950,"1","B3",8e+05,2021-01-14
"bronx","Baychester","02 Two Family Dwellings","1",4980,21,"B2","4054 Grace Avenue",NA,10466,2,0,2,2420,2000,2007,"1","B2",750000,2020-11-24
"bronx","Baychester","02 Two Family Dwellings","1",4980,39,"B3","4088 Grace Avenue",NA,10466,2,0,2,2375,1280,1905,"1","B3",475000,2021-07-28
"bronx","Baychester","02 Two Family Dwellings","1",4980,97,"B1","4002 Grace Ave",NA,10466,2,0,2,2897,2650,2003,"1","B1",755000,2020-09-30
"bronx","Baychester","02 Two Family Dwellings","1",4982,25,"B1","4056 Baychester Avenue",NA,10466,2,0,2,1994,2813,1965,"1","B1",780000,2021-07-12
"bronx","Baychester","02 Two Family Dwellings","1",4982,98,"B1","4002 Baychester Avenue",NA,10466,2,0,2,1475,2109,1965,"1","B1",665000,2020-10-15
"bronx","Baychester","02 Two Family Dwellings","1",4983,4,"B1","4016 Dereimer Avenue",NA,10466,2,0,2,2800,2000,1993,"1","B1",765000,2021-01-19
"bronx","Baychester","02 Two Family Dwellings","1",4983,75,"B1","4043 Wilder Ave",NA,10466,2,0,2,3555,2940,1930,"1","B1",585000,2021-03-10
"bronx","Baychester","02 Two Family Dwellings","1",4984,1,"B1","4016 Wilder Ave",NA,10466,2,0,2,1924,2700,1950,"1","B1",725000,2021-04-29
"bronx","Baychester","02 Two Family Dwellings","1",4985,8,"B1","4026 Murdock Avenue",NA,10466,2,0,2,5000,3064,1955,"1","B1",730000,2020-09-25
"bronx","Baychester","02 Two Family Dwellings","1",5232,13,"B2","3311 Hunter Ave",NA,10475,2,0,2,2167,2160,2005,"1","B2",539000,2021-04-27
"bronx","Baychester","02 Two Family Dwellings","1",5263,342,"B2","3414 Hunter Avenue",NA,10475,2,0,2,3300,3276,2017,"1","B2",50000,2021-05-18
"bronx","Baychester","02 Two Family Dwellings","1",5275,45,"B3","3528 De Lavall Avenue",NA,10475,2,0,2,2500,1974,1920,"1","B3",862500,2021-03-15
"bronx","Baychester","02 Two Family Dwellings","1",5653,20,"B1","2573 Pelham Bay Park West",NA,10475,2,0,2,2472,1050,2008,"1","B1",299780,2021-07-20
"bronx","Baychester","03 Three Family Dwellings","1",4711,31,"C0","1320 Oakley Street",NA,10469,3,0,3,2375,4416,1910,"1","C0",780000,2021-03-26
"bronx","Baychester","03 Three Family Dwellings","1",4711,55,"C0","1305 Needham Ave",NA,10469,3,0,3,2375,2958,2007,"1","C0",9e+05,2021-03-31
"bronx","Baychester","03 Three Family Dwellings","1",4711,75,"C0","1312 Needham",NA,10469,3,0,3,3555,2220,1901,"1","C0",5e+05,2021-06-28
"bronx","Baychester","03 Three Family Dwellings","1",4735,29,"C0","3315 Fish Avenue",NA,10469,3,0,3,2500,3080,1930,"1","C0",650000,2020-12-04
"bronx","Baychester","03 Three Family Dwellings","1",4737,43,"C0","3306 Seymour Ave",NA,10469,3,0,3,5000,2864,1935,"1","C0",850000,2020-12-15
"bronx","Baychester","03 Three Family Dwellings","1",4760,60,"C0","1416 Burke Avenue",NA,10469,3,0,3,2363,3100,1965,"1","C0",830000,2021-07-02
"bronx","Baychester","03 Three Family Dwellings","1",4784,39,"C0","1605 Arnow Avenue",NA,10469,3,0,3,2600,3575,1950,"1","C0",780000,2021-02-26
"bronx","Baychester","03 Three Family Dwellings","1",4880,11,"C0","1992 Givan Avenue",NA,10469,3,0,3,2501,2132,1996,"1","C0",770000,2021-04-09
"bronx","Baychester","03 Three Family Dwellings","1",4884,74,"C0","3426 Bruner Avenue",NA,10469,3,0,3,2668,3621,1989,"1","C0",840000,2021-06-03
"bronx","Baychester","03 Three Family Dwellings","1",4888,7,"C0","1319 East 222nd Street",NA,10469,3,0,3,2200,2900,1965,"1","C0",785000,2021-04-02
"bronx","Baychester","03 Three Family Dwellings","1",4889,11,"C0","1339 East 223 Street",NA,10466,3,0,3,2942,2800,1985,"1","C0",725000,2021-04-23
"bronx","Baychester","03 Three Family Dwellings","1",4890,78,"C0","1325 East 224 Street",NA,10466,3,0,3,3100,3588,1987,"1","C0",880000,2020-12-04
"bronx","Baychester","03 Three Family Dwellings","1",4903,31,"C0","1133 East 224th",NA,10466,3,0,3,2685,2961,1930,"1","C0",870300,2021-04-19
"bronx","Baychester","03 Three Family Dwellings","1",4921,158,"C0","3616 Palmer",NA,10466,3,0,3,4087,3381,1989,"1","C0",870000,2020-09-03
"bronx","Baychester","03 Three Family Dwellings","1",4939,22,"C0","3849 Amundson Avenue",NA,10466,3,0,3,2500,2539,1910,"1","C0",910000,2021-07-23
"bronx","Baychester","03 Three Family Dwellings","1",4950,76,"C0","3726 Dyre Avenue",NA,10466,3,0,3,1800,1340,1925,"1","C0",375000,2020-10-06
"bronx","Baychester","03 Three Family Dwellings","1",4956,63,"C0","1263 East 233rd Street",NA,10466,3,0,3,4267,3300,1958,"1","C0",4e+05,2021-03-05
"bronx","Baychester","03 Three Family Dwellings","1",4959,2,"C0","3912 Hill Avenue",NA,10466,3,0,3,2771,3150,1973,"1","C0",785000,2021-04-29
"bronx","Baychester","03 Three Family Dwellings","1",4961,12,"C0","3928 Seton Avenue",NA,10466,3,0,3,2167,3016,1976,"1","C0",440000,2020-09-29
"bronx","Baychester","03 Three Family Dwellings","1",4966,61,"C0","4027 Harper Avenue",NA,10466,3,0,3,8729,3094,1920,"1","C0",880000,2021-08-02
"bronx","Baychester","03 Three Family Dwellings","1",4983,81,"C0","4035 Wilder Avenue",NA,10466,3,0,3,2945,3016,1970,"1","C0",775000,2021-07-01
"bronx","Baychester","03 Three Family Dwellings","1",4983,84,"C0","4031 Wilder Avenue",NA,10466,3,0,3,2090,3016,1970,"1","C0",816200,2021-05-17
"bronx","Baychester","03 Three Family Dwellings","1",5275,47,"C0","3532 De Lavall Avenue",NA,10475,3,0,3,2500,2961,1910,"1","C0",862500,2021-03-15
"bronx","Baychester","07 Rentals - Walkup Apartments","2A",4939,101,"C3","3886 Seton Avenue",NA,10466,4,0,4,2500,2000,1931,"2","C3",644937,2020-10-22
"bronx","Baychester","14 Rentals - 4-10 Unit","2A",4762,41,"S3","3059 Eastchester Road",NA,10469,3,1,4,5494,3296,1941,"2","S3",320000,2021-04-26
"bronx","Baychester","21 Office Buildings","4",4952,59,"O2","3619 Provost Ave",NA,10466,0,2,2,8900,8872,1982,"4","O2",1880000,2020-11-30
"bronx","Baychester","22 Store Buildings","4",4888,2,"K1","3601 Boston Road",NA,10466,0,5,5,12890,7470,1933,"4","K1",1930000,2021-04-16
"bronx","Baychester","27 Factories","4",4969,19,"F9","4003-4005 Dyre Avenue",NA,10466,2,1,3,4881,4814,1931,"4","F9",650000,2020-12-22
"bronx","Baychester","27 Factories","4",5275,1,"F5","4060 Boston Road",NA,10475,0,2,2,2063,1322,1910,"4","F5",375000,2021-03-15
"bronx","Baychester","29 Commercial Garages","4",4729,39,"G2","3578 Boston Road",NA,10469,0,1,1,2056,1357,1930,"4","G2",475000,2021-02-16
"bronx","Baychester","29 Commercial Garages","4",4949,37,"G8","3610 Dyre Avenue",NA,10466,0,2,2,6422,1900,1946,"4","G8",1500000,2020-10-26
"bronx","Baychester","29 Commercial Garages","4",4949,126,"G9","4067 Boston Road",NA,10466,1,1,2,2950,3033,1931,"4","G9",545000,2021-03-11
"bronx","Baychester","30 Warehouses","4",4758,25,"E1","3213 Edson Avenue",NA,10469,0,2,2,11970,1357,1949,"4","E1",1700000,2020-12-10
"bronx","Baychester","30 Warehouses","4",5655,313,"E9","4295 Boston Road",NA,10466,0,2,2,114429,6500,1962,"4","E9",8138995,2020-11-25
"bronx","Baychester","33 Educational Facilities","4",4977,51,"W9","4041 Bruner Avenue",NA,10466,2,1,3,5300,3700,1955,"4","W9",660000,2020-10-08
"bronx","Baychester","41 Tax Class 4 - Other","4",5655,314,"Z9","N/A Boston Road",NA,10466,0,1,1,24100,1200,1960,"4","Z9",8138995,2020-11-25
"bronx","Bedford Park/Norwood","01 One Family Dwellings","1",3284,13,"A1","2821 Decatur Avenue",NA,10458,1,0,1,1870,1864,1910,"1","A1",435750,2021-02-26
"bronx","Bedford Park/Norwood","01 One Family Dwellings","1",3284,16,"A5","2815 Decatur Avenue",NA,10458,1,0,1,1968,2754,1910,"1","A5",520000,2021-01-27
"bronx","Bedford Park/Norwood","01 One Family Dwellings","1",3284,25,"A1","2844 Marion Avenue",NA,10458,1,0,1,3040,2666,1910,"1","A1",3e+05,2021-03-26
"bronx","Bedford Park/Norwood","01 One Family Dwellings","1",3292,96,"A1","312 East 201 Street",NA,10458,1,0,1,2400,3800,1920,"1","A1",650000,2021-04-30
"bronx","Bedford Park/Norwood","01 One Family Dwellings","1",3294,10,"A1","2654 Briggs Avenue",NA,10458,1,0,1,1731,1411,1915,"1","A1",535000,2021-08-30
"bronx","Bedford Park/Norwood","01 One Family Dwellings","1",3294,16,"A1","2666 Briggs Avenue",NA,10458,1,0,1,1703,1285,1915,"1","A1",388500,2021-03-26
"bronx","Bedford Park/Norwood","01 One Family Dwellings","1",3294,71,"A1","2657 Bainbridge Ave",NA,10458,1,0,1,1924,1804,1915,"1","A1",470000,2021-08-24
"bronx","Bedford Park/Norwood","01 One Family Dwellings","1",3299,10,"A1","3020 Bainbridge Avenue",NA,10458,1,0,1,2027,2270,1901,"1","A1",7e+05,2020-09-18
"bronx","Bedford Park/Norwood","01 One Family Dwellings","1",3302,63,"A1","2857 Briggs Avenue",NA,10458,1,0,1,2500,2232,1901,"1","A1",840000,2020-12-22
"bronx","Bedford Park/Norwood","01 One Family Dwellings","1",3309,20,"S1","3059 Valentine Avenue",NA,10458,1,1,2,1938,1480,1910,"1","S1",990000,2020-09-18
"bronx","Bedford Park/Norwood","01 One Family Dwellings","1",3314,32,"A9","2702 Creston Avenue",NA,10468,1,0,1,1485,1287,1910,"1","A9",725000,2021-02-05
"bronx","Bedford Park/Norwood","01 One Family Dwellings","1",3314,33,"A1","2704 Creston Avenue",NA,10468,1,0,1,1431,1287,1910,"1","A1",715000,2021-02-05
"bronx","Bedford Park/Norwood","01 One Family Dwellings","1",3315,29,"A1","2754 Creston Avenue",NA,10468,1,0,1,2503,2862,1910,"1","A1",5e+05,2021-06-09
"bronx","Bedford Park/Norwood","01 One Family Dwellings","1",3315,31,"A1","2758 Creston Avenue",NA,10468,1,0,1,2375,1320,1910,"1","A1",620000,2021-05-19
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3282,30,"B3","346 East 195 Street",NA,10458,2,0,2,3725,2775,1915,"1","B3",775000,2021-01-19
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3283,86,"B1","364 East 198 Street",NA,10458,2,0,2,1500,2200,1935,"1","B1",627500,2021-04-29
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3287,25,"B3","2652 Bainbridge Avenue",NA,10458,2,0,2,2478,1958,1910,"1","B3",501930,2021-04-09
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3292,108,"B3","2971 Perry Ave",NA,10458,2,0,2,2683,3620,1920,"1","B3",675000,2020-09-14
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3295,47,"S2","270 East 198th Street",NA,10458,2,1,3,2450,2175,1920,"1","S2",235000,2020-12-16
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3296,62,"B2","2849 Bainbridge Avenue",NA,10458,2,0,2,3727,2578,1901,"1","B2",820000,2021-05-17
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3298,32,"B9","280 East 201 Street",NA,10458,2,0,2,4000,3000,1901,"1","B9",810000,2021-01-05
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3298,42,"B2","2973 Bainbridge Avenue",NA,10458,2,0,2,2802,2984,1901,"1","B2",790000,2021-06-23
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3301,20,"B1","2782 Valentine Avenue",NA,10458,2,0,2,2464,3906,1920,"1","B1",720000,2020-09-09
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3304,137,"B9","2827 Valentine Avenue",NA,10458,2,0,2,1458,3132,1930,"1","B9",703000,2021-02-17
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3306,38,"B9","2975 Valentine Avenue",NA,10458,2,0,2,2785,2884,1901,"1","B9",152100,2021-06-23
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3308,104,"B2","243 East 202nd Street",NA,10458,2,0,2,2500,2280,1910,"1","B2",860000,2021-02-17
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3308,105,"B2","241 East 202nd Street",NA,10458,2,0,2,2267,2280,1910,"1","B2",9e+05,2021-02-17
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3310,74,"S2","3003 Grand Concourse",NA,10468,2,1,3,2479,6076,1920,"1","S2",1200000,2021-03-10
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3312,51,"B2","193 East 205",NA,10458,2,0,2,3495,2452,1901,"1","B2",1335000,2021-02-26
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3314,38,"B2","2714 Creston Avenue",NA,10468,2,0,2,2701,2130,1899,"1","B2",1160000,2021-02-05
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3318,150,"B2","2741 Creston Avenue",NA,10468,2,0,2,5012,2232,1910,"1","B2",9e+05,2021-06-24
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3318,151,"B2","2739 Creston Avenue",NA,10468,2,0,2,2506,2232,1910,"1","B2",9e+05,2021-06-24
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3319,112,"B3","2875 Grand Concourse",NA,10468,2,0,2,2500,3012,1910,"1","B3",1150000,2020-12-18
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3321,47,"S2","3097 Villa Avenue",NA,10468,2,1,3,2060,2487,1899,"1","S2",630000,2021-01-20
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3321,48,"B2","3095 Villa Avenue",NA,10468,2,0,2,2060,1630,1899,"1","B2",470000,2021-05-06
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3329,68,"B1","3605 Bainbridge Avenue",NA,10467,2,0,2,2118,2224,1901,"1","B1",745000,2020-10-01
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3332,15,"B3","3052 Hull Avenue",NA,10467,2,0,2,2933,1880,1899,"1","B3",404000,2020-10-16
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3335,39,"B2","249 E Mosholu Parkway N",NA,10467,2,0,2,3173,3321,1915,"1","B2",6e+05,2020-09-24
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3342,60,"B2","299 East 206 Street",NA,10467,2,0,2,3117,3441,1925,"1","B2",825000,2021-01-19
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3352,7,"B2","3302 Hull Ave",NA,10467,2,0,2,2500,2442,1901,"1","B2",5e+05,2021-07-30
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3352,36,"B1","3358 Hull Avenue",NA,10467,2,0,2,2500,3720,1940,"1","B1",375000,2020-12-29
"bronx","Bedford Park/Norwood","02 Two Family Dwellings","1",3355,59,"B2","369 E 207th Street",NA,10467,2,0,2,4760,2926,1902,"1","B2",1050000,2021-06-09
